participant,age,country,gender,ParentsEdu,income,nativelanguage,lingualAbility,ethnicity_value,major_relabel,acc_typing,n_wrong,inhibition_numerical,n_fluency,median_typing,average_ds,mean_vpt,automatic_Stroop,distance_effect_large,distance_effect_intermediate,inhibition_size,n_correct,interference_effect,size_effect,distraction_effect
19882,18.57773964731158,UK,Female,No,"40,000-59,999 pounds",English,No,White,Psychology,100,4,0.07665375494071147,15,1.39775,5,9.666666666666666,0.07665375494071147,-0.05625075757575759,0.03819743083003957,0.04650158102766799,236,1.6397290620490623,1.29440012950572,0.9365958529411764
19884,19.34420650214211,UK,Female,NA,"60,000-99,999 pounds",English,No,White,Psychology,95.16129032258064,5,0.02319202898550731,25,1.334,7,10,0.02319202898550731,-0.03279166666666666,0.03072101449275355,0.1794285714285715,271,0.4694892584514721,0.270524427480916,0.221690304618408
19890,19.048619345672673,UK,Female,No,"20,000-39,999 pounds",English,No,White,Psychology,95.16129032258064,7,0.08045833333333335,36,1.2,5.5,8,0.08045833333333335,-0.07327651515151518,-0.01719318181818185,0.0775131578947369,252,0.704579365079365,0.57412421185372,0.4117829059829059
19901,18.589329759455723,UK,Female,"Yes, father only","20,000-39,999 pounds",English,No,White,Psychology,98.38709677419357,4,0.02185416666666673,19,1.7311,6,9.666666666666666,0.02185416666666673,-0.12137971014492754,-0.02053387681159424,-1.2916666666662469e-4,272,2.47933497161395,1.9493809407948095,0.9199198517877428
19912,19.70392575075417,UK,Female,NA,"40,000-59,999 pounds",English,No,White,Psychology,96.7741935483871,2,0.0516833333333333,33,1.499,5.5,10,0.0516833333333333,-0.01137083333333333,0.00239166666666668,0.0967958333333333,281,0.8259065420087157,0.4572161447248404,0.21207995744249675
19924,19.11427011062311,UK,Female,"Yes, both parents","60,000-99,999 pounds",English,No,White,Psychology,98.38709677419357,2,0.14044242424242415,44,1.4153,7.5,9,0.14044242424242415,-0.13126684782608689,-0.06203478260869555,0.07491249999999994,282,0.1155221327967808,0.2764139134808854,0.1556591485507246
19928,19.820074682833926,UK,Non-binary/ third gender,"Yes, both parents","40,000-59,999 pounds",English,No,White,Psychology,96.7741935483871,5,0.07390530303030296,28,0.966,6.5,9.666666666666666,0.07390530303030296,0.00948550724637675,0.01418115942028985,0.06020454545454545,254,0.2787495165013414,0.44873667002012074,0.5702522432701893
19938,20.34940708412554,UK,Female,"Yes, father only","40,000-59,999 pounds",English,No,White,Psychology,98.38709677419357,4,0.02286174242424243,15,1.4688,5.5,6.333333333333333,0.02286174242424243,-0.04519510869565224,0.0806217391304348,0.03065000000000006,217,0.29808047250859104,0.23713131055583905,0.3032438138189246
19946,19.248534846312776,UK,Female,NA,"Less than 20,000 pounds",English,No,White,Psychology,96.7741935483871,2,0.07166098484848482,32,1.57515,6.5,10,0.07166098484848482,-0.10849469696969705,-0.10740303030303032,0.07335652173913043,281,0.34505764944275596,0.305964819130611,0.2037163576494427
19951,19.774410986355115,UK,Female,NA,"60,000-99,999 pounds",English,No,White,Psychology,91.93548387096774,3,0.01163514492753625,32,1.3667,6.5,7.333333333333333,0.01163514492753625,-0.17969891304347818,-0.0910364130434782,0.04695797101449273,260,0.783295692052784,0.8627984296296298,0.5213591233071988
19961,19.06811799791493,UK,Female,"Yes, both parents","20,000-39,999 pounds",English,No,White,Psychology,98.38709677419357,3,0.06975652173913038,35,1.4497,7,7.333333333333333,0.06975652173913038,-0.05034347826086949,-0.03338224637681153,-0.24957916666666655,270,0.6779987928007023,0.490301086479368,0.28610819933044285
19966,18.62159060695363,UK,Female,"Yes, both parents","60,000-99,999 pounds",English,No,White,Psychology,95.16129032258064,4,0.07592427536231883,24,1.2985,6,5.333333333333333,0.07592427536231883,-0.01491068840579712,0.01230256916996042,0.07542678571428574,262,1.3091298857276117,1.563458949699831,0.12683401527073546
19975,21.83565874641924,UK,Female,No,"40,000-59,999 pounds",English,No,White,Psychology,96.7741935483871,4,0.1067427536231883,24,1.983,6.5,7.666666666666667,0.1067427536231883,-0.1291992753623189,-0.11503260869565224,0.20165217391304344,258,0.24126442307692297,0.3186197640828117,0.23610900645472643
19990,20.393183275977893,UK,Female,"Yes, father only","40,000-59,999 pounds",English,No,White,Psychology,98.38709677419357,2,0.01526811594202892,23,1.5,9,10,0.01526811594202892,-0.07605072463768114,-0.0116521739130434,0.01369927536231885,272,0.4495366249796977,0.4686654214714958,0.26805861321776825
20012,21.48360838900931,UK,Female,No,"Less than 20,000 pounds",English,No,White,Psychology,96.7741935483871,3,0.1934559782608696,34,1.5156,7,8.666666666666666,0.1934559782608696,-0.06391413043478256,-0.0407891304347826,0.01660416666666664,270,0.5589282417582417,0.33452412087912076,0.4311985995936074
20024,18.770520500925297,UK,Female,"Yes, both parents","60,000-99,999 pounds",English,No,Prefer not to say,Psychology,95.16129032258064,3,0.07133418972332006,35,1.2662,6.5,8.333333333333334,0.07133418972332006,-0.09827916666666658,-0.06025238095238094,0.13262008281573506,256,0.48094389916376734,0.297014923633687,0.14381659335288366
20046,20.299380022466853,UK,Male,"Yes, both parents","20,000-39,999 pounds",English,No,White,Psychology,98.38709677419357,1,0.03537500000000004,22,1.5999,7,7.333333333333333,0.03537500000000004,-0.06458333333333333,0.01683750000000006,-0.0123333333333333,273,0.5264454911433174,0.25082909373993334,0.44334359208687246
20055,19.062508438157533,UK,Male,"Yes, both parents","More than 100,000 pounds",English,No,White,Psychology,96.7741935483871,3,0.13915634057971016,29,1.5754,5,8.666666666666666,0.13915634057971016,-0.1521831521739131,-0.07642898550724642,0.10032916666666668,276,0.2363934033613444,0.20843571916189663,0.16058972850916353
20067,18.517594465105077,UK,Female,No,"Less than 20,000 pounds",English,No,White,Psychology,93.5483870967742,3,0.06064021739130432,24,1.2661,8,10,0.06064021739130432,-0.08030000000000004,-0.06181050724637682,0.05014280303030305,267,2.180512255892256,1.8657593623709023,0.65313855665467635
20073,21.571185260222578,UK,Female,No,"40,000-59,999 pounds",English,No,White,Psychology,100,4,0.096856884057971,20,1.5245,6,9.666666666666666,0.096856884057971,-0.117,0.03046920289855081,0.06691123188405801,269,1.3629836319398363,1.3510434421693418,0.672409851507092
20084,19.15580164587928,UK,Female,"Yes, mother only","20,000-39,999 pounds",English,No,White,Psychology,98.38709677419357,3,0.0974818840579712,19,1.2164,8,9.333333333333334,0.0974818840579712,-0.00274226190476201,0.1128827380952382,0.05568333333333331,272,0.6178646670633416,0.45356521645021664,0.39941837662337654
20231,22.312626599678055,UK,Female,No,"Less than 20,000 pounds",English,No,"Asian (Indian, Pakistani, Bangladeshi, Chinese, any other Asian background)",Psychology,95.16129032258064,2,0.03445833337500004,22,1.749099999,6.5,7,0.03445833337500004,-0.22502916654166685,-0.13885833333333342,0.03944166662500004,271,1.6160498856051886,1.541735762660076,0.5728481905237084
