participant,group,n_typing,median_typing,mean_typing,acc_typing,error_rate_typing,n_fluency,n_wrong,acc_fluency,composite_fluency,median_fluency,mean_fluency,max_egner,mean_egner,max_wais,mean_wais,max_vpt,mean_vpt,mean_rt__P_0,mean_rt__P_1,mean_rt__P_2,mean_rt__P_5,acc__P_0,acc__P_1,acc__P_2,acc__P_5,mean_rt__P_congruent,mean_rt__P_incongruent,mean_rt__P_neutral,acc__P_congruent,acc__P_incongruent,acc__P_neutral,mean_rt__M_1,mean_rt__M_2,mean_rt__M_5,acc__M_1,acc__M_2,acc__M_5,mean_rt__M_congruent,mean_rt__M_incongruent,mean_rt__M_neutral,acc__M_congruent,acc__M_incongruent,acc__M_neutral,n_trial_correct,n_trial_lure,mean_rt_correct,mean_rt_lure,acc_veri,veri_performance,dob,age,Nationality,lang_mult,date,frameRate,nationality,gender,maritalstatus,eduLevel,ParentsEdu,income,employment,major,handedness,Medicalhistory,developmentHist,nativelanguage,lingualAbility,multilingual_1,multilingual_1_TEXT,multilingual_2,multilingual_2_TEXT,multilingual_3,multilingual_3_TEXT,multilingual_4,multilingual_4_TEXT,multilingual_5,multilingual_5_TEXT,multilingual_6,multilingual_6_TEXT,mathlanguage_1,multiplylanguage,schooltype_1,difficultiesmath,learnmultiplytable,peercomparison,peercomparison2,rateownfluency_1,dyslexia,mathanxious,examanxious,memory,ethnicity_value,major_relabel,country,avg_digitspan
19966,CAB,59,1.2985,1.340850847457627,95.16129032258064,0.04838709677419357,24,4,40,36.666666666666664,2.76505,3.27975,5,4.333333333333333,7,6.333333333333333,6,5.333333333333333,0.7025708333333334,0.7038571428571428,0.72775,0.66856,100,87.5,100,93.75,0.6653875,0.7408142857142858,0.7025708333333334,100,87.5,100,0.6859565217391305,0.6982590909090909,0.6710458333333333,95.83333333333334,91.66666666666666,100,0.6803583333333333,0.7562826086956521,0.6145772727272727,100,95.83333333333334,91.66666666666666,133,129,2.2008969924812027,2.327731007751938,90.9722222222222,0.12683401527073546,2005-06-20,18.62159060695363,UK,English,2024-02-02T12:51:47Z,60.0024001,UK,Female,Single (never married),Some University but no degree,"Yes, both parents","60,000-99,999 pounds",Student,psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Private,Yes,Yes,Yes,Yes,6,No,No,Yes,No,White,Psychology,UK,6
19975,BCA,60,1.983,2.0298,96.7741935483871,0.03225806451612906,24,4,40,36.666666666666664,2.5985,2.736666666666667,5,4.333333333333333,8,7,8,7.666666666666667,0.8931666666666667,0.7805,0.7443125,0.8968666666666667,100,100,100,93.75,0.7023478260869566,0.904,0.8931666666666667,95.83333333333334,100,100,0.9557826086956522,0.84075,0.8265833333333333,95.83333333333334,100,100,0.8360833333333333,0.9428260869565216,0.8436666666666667,100,95.83333333333334,100,137,121,1.5823868613138683,1.818495867768595,89.58333333333334,0.23610900645472643,2002-04-14,21.83565874641924,UK,English,2024-02-13T11:23:04Z,62.5,UK,Female,Single (never married),Some University but no degree,No,"40,000-59,999 pounds",Student,psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,State,No,Yes,No,No,8.5,No,No,No,No,White,Psychology,UK,6.5
19984,ACB,61,1.549,1.5781803278688524,98.38709677419357,0.01612903225806452,15,2,25,23.333333333333332,2.615,5.1790666666666665,6,5.666666666666667,4,3.6666666666666665,6,5.333333333333333,0.6948333333333333,0.844625,0.7306250000000001,0.788,100,100,100,100,0.747625,0.827875,0.6948333333333333,100,100,100,0.9109285714285714,0.9047,0.9778333333333332,58.333333333333336,41.66666666666667,50,0.810625,NA,1.17325,100,NA,50,142,119,3.641816901408451,4.0061680672268905,90.625,0.3643511658184395,2005-06-26,18.602052477057825,UK,English,2024-02-01T09:35:31Z,58.82352941,UK,Female,Single (never married),Completed Secondary School,NA,"40,000-59,999 pounds",Student,psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,State,No,Yes,No,Yes,4.5,No,Yes,No,Yes,White,Psychology,UK,5
19990,BCA,61,1.5,1.546016393442623,98.38709677419357,0.01612903225806452,23,2,38.333333333333336,36.666666666666664,2.415,3.303434782608696,9,8.666666666666666,9,8.666666666666666,10,10,0.5075833333333333,0.5098666666666667,0.495625,0.5339375,100,93.75,100,100,0.5062173913043478,0.5199166666666667,0.5075833333333333,95.83333333333334,100,100,0.7132173913043478,0.7015652173913044,0.6371666666666667,95.83333333333334,95.83333333333334,100,0.6711666666666667,0.6864347826086956,0.6928695652173913,100,95.83333333333334,95.83333333333334,142,130,1.5462183098591549,1.8142769230769231,94.44444444444444,0.26805861321776825,2003-09-15,20.393183275977893,UK,English,2024-02-05T14:38:40Z,62.5,UK,Female,Single (never married),Completed Secondary School,"Yes, father only","40,000-59,999 pounds",Student,Psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,State,Yes,Yes,No,Yes,8,No,No,Yes,Yes,White,Psychology,UK,9
19992,ACB,62,1.38265,1.4193548387096775,100,0,14,5,23.333333333333332,19.166666666666668,2.5068,2.7888285714285717,6,5,7,6,8,7.333333333333333,0.6389458333333333,0.7173625,0.65348125,0.6584625,100,100,100,100,0.6116791666666667,0.7411916666666667,0.6389458333333333,100,100,100,0.8081636363636364,0.9900615384615384,0.9641642857142856,45.83333333333333,54.166666666666664,58.333333333333336,0.6328458333333333,NA,1.4336142857142855,100,NA,58.333333333333336,132,126,2.8359113636363635,4.022827777777778,89.58333333333334,1.186916414141414,2005-06-17,18.630129444539513,UK,English,2024-02-02T15:42:52Z,59.88023952,UK,Female,Single (never married),Some University but no degree,No,"40,000-59,999 pounds",Student,Psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,State,No,Yes,No,Yes,6,No,No,Yes,Yes,White,Psychology,UK,6.5
20012,CAB,60,1.5156,1.511931666666667,96.7741935483871,0.03225806451612905,34,3,56.666666666666664,54.166666666666664,2.1477500000000003,2.34425,7,6.666666666666667,7,6.333333333333333,9,8.666666666666666,0.5039958333333333,0.5196125,0.5506125,0.47879375,100,100,100,100,0.5080375,0.5246416666666667,0.5039958333333333,100,100,100,0.7134391304347826,0.67265,0.649525,95.83333333333334,100,100,0.6022875,0.7957434782608696,0.6410125,100,95.83333333333334,100,139,131,1.5039395683453238,1.9351381679389312,93.75,0.4311985995936074,2002-08-12,21.48360838900931,UK,English,2024-02-04T21:18:40Z,59.52380952,UK,Female,Single (never married),Completed Secondary School,No,"Less than 20,000 pounds",Student,psychology bsc,Left,Yes,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,Yes,No,Yes,5,No,Yes,Yes,No,White,Psychology,UK,7
20024,ABC,59,1.2662,1.4020406779661017,95.16129032258064,0.04838709677419356,35,3,58.333333333333336,55.833333333333336,1.6819,2.195777142857142,7,6.666666666666667,6,5.333333333333333,9,8.333333333333334,0.5315708333333333,0.4984142857142857,0.6063533333333333,0.5402,100,87.5,93.75,93.75,0.48616086956521737,0.6187809523809524,0.5315708333333333,95.83333333333334,87.5,100,0.6524666666666666,0.5922142857142857,0.5541875,100,87.5,100,0.5670521739130435,0.6383863636363636,0.5962291666666667,95.83333333333334,91.66666666666666,100,132,124,1.109019696969697,1.2528362903225807,88.88888888888889,0.14381659335288366,2005-05-18,18.770520500925297,UK,English,2024-02-23T22:22:57Z,60.24096386,UK,Female,Single (never married),Some University but no degree,"Yes, both parents","60,000-99,999 pounds",Student,psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,State,No,Yes,Yes,No,8.5,No,No,Yes,Yes,Prefer not to say,Psychology,UK,6.5
20041,CAB,58,1.43315,1.609515517241379,93.5483870967742,0.06451612903225809,20,2,33.33333333333333,31.666666666666664,2.3748,4.2072,5,4.666666666666667,5,4.666666666666667,7,7,0.6168791666666666,0.6602125,0.6797,0.6290266666666666,100,100,100,93.75,0.5928958333333333,0.7236739130434783,0.6168791666666666,100,95.83333333333334,100,0.8601086956521738,0.783075,0.6853791666666667,95.83333333333334,100,100,0.7188333333333333,0.7842826086956521,0.8222875,100,95.83333333333334,100,140,123,2.0336707142857144,2.825243902439024,91.31944444444444,0.7915731881533095,NA,NA,NA,NA,NA,NA,Europe,Female,Single (never married),Vocational or Similar,No,"40,000-59,999 pounds",Student,Psychology,Right,No,No,English,Yes,80,Polish,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,English,English,State,No,Yes,No,No,5,No,No,Yes,Yes,White,Psychology,UK,5
20046,BCA,61,1.5999,1.6884770491803278,98.38709677419357,0.01612903225806452,22,1,36.666666666666664,35.833333333333336,3.21185,3.71125,7,6.333333333333333,7,6.333333333333333,8,7.333333333333333,0.7674095238095238,0.6883,0.6772666666666667,0.6714111111111111,87.5,50,56.25,56.25,0.6795833333333333,0.66725,0.7674095238095238,100,8.333333333333332,87.5,0.6627875,0.679625,0.5982041666666666,100,100,100,0.6161958333333333,0.6515708333333333,0.6728500000000001,100,100,100,142,131,1.8644373239436616,2.3077809160305343,94.79166666666666,0.44334359208687246,2003-10-27,20.299380022466853,UK,English,2024-02-13T08:21:54Z,59.88023952,UK,Male,Single (never married),Some University but no degree,"Yes, both parents","20,000-39,999 pounds",Student,psychology,Right,No,Yes,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Faith,Yes,Yes,Yes,No,8,No,Yes,Yes,Yes,White,Psychology,UK,7
20055,CBA,60,1.5754,1.5991116666666667,96.7741935483871,0.03225806451612904,29,3,48.333333333333336,45.83333333333333,2.3819,2.7316517241379312,6,5.333333333333333,4,3.6666666666666665,9,8.666666666666666,0.6275208333333333,0.6620125,0.69158125,0.6843125,100,100,100,100,0.6291375,0.7294666666666667,0.6275208333333333,100,100,100,0.8958956521739131,0.8194666666666667,0.7437125,95.83333333333334,100,100,0.7275958333333333,0.8667521739130435,0.8635125,100,95.83333333333334,100,139,137,1.4050964028776978,1.5656861313868613,95.83333333333334,0.16058972850916353,2005-01-19,19.062508438157533,UK,English,2024-02-11T13:56:56Z,59.88023952,UK,Male,Single (never married),Some University but no degree,"Yes, both parents","More than 100,000 pounds",Unemployed and currently looking for work,Psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Private,No,Yes,No,No,8.5,No,No,Yes,No,White,Psychology,UK,5
20067,BCA,58,1.2661,1.3439672413793105,93.5483870967742,0.0645161290322581,24,3,40,37.5,2.5046,3.3015,7,6.333333333333333,9,8.666666666666666,10,10,0.5461291666666667,0.50888,0.54523125,0.5660066666666667,100,93.75,100,93.75,0.5161708333333334,0.5663136363636364,0.5461291666666667,100,91.66666666666666,100,0.6503583333333334,0.5885478260869565,0.5700583333333333,100,95.83333333333334,100,0.567225,0.6278652173913043,0.6155125,100,95.83333333333334,100,139,128,2.3635395683453235,3.016678125,92.70833333333334,0.65313855665467635,2005-08-02,18.517594465105077,UK,English,2024-02-07T13:13:59Z,30.03003003,UK,Female,Single (never married),Some University but no degree,No,"Less than 20,000 pounds",Student,Psychology with Counselling,Right,Yes,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,Yes,No,No,8,No,No,Yes,No,White,Psychology,UK,8
20073,ABC,62,1.5245,1.558725806451613,100,0,20,4,33.33333333333333,30,2.5995,3.8874,6,5.666666666666667,6,5.333333333333333,10,9.666666666666666,0.5264166666666666,0.5320666666666667,0.5579375,0.5345,100,93.75,100,100,0.5089583333333333,0.5758695652173913,0.5264166666666666,100,95.83333333333334,100,0.7517916666666666,0.7822608695652175,0.6347916666666666,100,95.83333333333334,100,0.6667083333333333,0.7635652173913043,0.7377916666666666,100,95.83333333333334,100,141,128,2.722035460992908,3.3944453125,93.4027777777778,0.672409851507092,2002-07-27,21.571185260222578,UK,English,2024-02-20T21:00:35Z,58.82352941,UK,Female,Single (never married),Some University but no degree,No,"40,000-59,999 pounds",Student,Psychology and Counselling,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,Yes,No,No,7.5,No,No,Yes,No,White,Psychology,UK,6
20084,CBA,61,1.2164,1.2629262295081969,98.38709677419357,0.01612903225806452,19,3,31.666666666666664,29.166666666666668,2.4117,3.2704473684210527,7,6.666666666666667,9,8.666666666666666,10,9.333333333333334,0.6795666666666667,0.7296125,0.7707999999999999,0.64795,100,100,100,100,0.6882791666666667,0.7439625,0.6795666666666667,100,100,100,0.8799714285714286,0.9928541666666668,0.8772291666666666,87.5,100,100,0.9138833333333332,1.0113652173913044,0.8257636363636364,100,95.83333333333334,91.66666666666666,140,132,1.5776657142857144,1.977084090909091,94.44444444444444,0.39941837662337654,2004-12-01,19.15580164587928,UK,English,2024-01-27T15:45:26Z,59.88023952,UK,Female,Single (never married),Vocational or Similar,"Yes, mother only","20,000-39,999 pounds",Student,Psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,Yes,No,No,7.5,No,Yes,Yes,Yes,White,Psychology,UK,8
20231,ABC,59,1.749099999,1.859189830474576,95.16129032258064,0.04838709677419357,22,2,36.666666666666664,35,2.513650001,3.4931136364545456,7,6.333333333333333,6,5.333333333333333,7,7,0.8692999999166667,0.6279750000000001,0.78209375,0.8132187500625,100,100,100,100,0.7213750000416667,0.7608166666666667,0.8692999999166667,100,100,100,0.9706374999166668,0.8317791665833334,0.745608333375,100,100,100,0.8235458332083333,0.8580041665833333,0.8664750000833333,100,100,100,139,132,2.945223021589928,3.5180712121136364,94.0972222222222,0.5728481905237084,2001-10-19,22.312626599678055,UK,English,2024-02-10T16:29:05Z,59.88023952,UK,Female,Single (never married),Some University but no degree,No,"Less than 20,000 pounds",Student,Psychology with counselling,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,Yes,No,Yes,4.5,No,Yes,Yes,Yes,"Asian (Indian, Pakistani, Bangladeshi, Chinese, any other Asian background)",Psychology,UK,6.5
10010,CAB,61,1.3334,1.3543245901639345,98.38709677419357,0.01612903225806452,39,4,65,61.66666666666667,1.8333,1.9281179487179487,8,7,7,6.333333333333333,10,10,0.6125541666666666,0.601875,0.62935,0.563275,100,100,100,100,0.5991666666666666,0.5971666666666666,0.6125541666666666,100,100,100,0.6321,0.6268304347826087,0.5510333333333334,95.83333333333334,95.83333333333334,100,0.6104458333333334,0.6055545454545455,0.5919708333333333,100,91.66666666666666,100,139,136,1.1785223021582734,1.413847794117647,95.48611111111111,0.2353254919593737,2002-11-16,21.429223396931324,NA,NA,2024-04-21T00:34:20Z,60.60606061,Malaysian,Female,"Married, or in a domestic partnership",High school degree or equivalent (e.g. GED),No,"Less than RM 2,500",Student,currently studying in Broadcasting Communication,Right,No,No,Mandarin,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mandarin,Mandarin,Chinese_vernacular,Yes,Yes,No,Yes,8,No,Yes,Yes,No,Chinese,Arts_communication,Malaysia,7.5
10011,BCA,60,1.06585,1.1694733333333334,96.7741935483871,0.03225806451612904,44,2,73.33333333333333,71.66666666666667,1.52405,1.7912772727272728,9,8,8,7,9,9,0.49851304347826086,0.481375,0.5437714285714286,0.5377625,95.83333333333334,100,87.5,100,0.4800652173913044,0.5598913043478261,0.49851304347826086,95.83333333333334,95.83333333333334,95.83333333333334,0.5274791666666667,0.5314041666666667,0.5016083333333333,100,100,100,0.5027833333333334,0.5399833333333334,0.517725,100,100,100,143,134,0.8742426573426574,1.0802746268656716,96.18055555555556,0.20603196952301417,2002-01-03,22.298723082807314,NA,NA,2024-04-21T14:36:23Z,144.9275362,Malaysian,Female,Single (never married),High school degree or equivalent (e.g. GED),No,"RM 2,500 - RM 3,169",Student,Bachelor of Communication (Honours) Broadcasting,Right,No,No,Mandarin,Yes,70,English,70,Bahasa Malaysia,25,Japanese,NA,NA,NA,NA,NA,NA,Mandarin,Mandarin,Chinese_vernacular,No,Yes,No,Yes,8,No,No,Yes,No,Chinese,Arts_communication,Malaysia,8.5
10012,CAB,2,4.2074,4.2074,3.225806451612903,0.967741935483871,25,3,41.66666666666667,39.166666666666664,2.8147,3.083044,7,6.333333333333333,6,5,9,8.333333333333334,0.6025708333333333,0.6596466666666667,0.6836733333333334,0.6540312500000001,100,93.75,93.75,100,0.555225,0.7858590909090909,0.6025708333333333,100,91.66666666666666,100,0.6831363636363637,0.62665,0.5660958333333334,91.66666666666666,100,100,0.5672875000000001,0.7140636363636363,0.5971083333333334,100,91.66666666666666,100,134,137,1.1275432835820896,1.3225722627737226,94.0972222222222,0.1950289791916331,2001-05-25,22.91019299303495,NA,NA,2024-04-21T22:45:06Z,59.88023952,Malaysian,Female,Single (never married),"Some college, no degree",No,"RM 15,039 or more",Student,Broadcasting,Right,No,No,Mandarin,Yes,60,Chinese,65,English,55,Malay,NA,NA,NA,NA,NA,NA,Mandarin,Mandarin,public_malay,Yes,Yes,No,Yes,7,No,No,Yes,No,Kadazandusun,Arts_communication,Malaysia,6.5
10013,BCA,58,1.5856,1.6543086206896551,93.5483870967742,0.0645161290322581,21,3,35,32.5,3.6207,3.917880952380952,6,5.333333333333333,7,6.333333333333333,4,4,0.6513958333333333,0.66526875,0.63655,0.68573125,100,100,100,100,0.6466375,0.6783958333333333,0.6513958333333333,100,100,100,1.0173588235294118,0.8271304347826087,0.7241368421052632,70.83333333333334,95.83333333333334,79.16666666666666,0.8399375,0.8635466666666667,0.8482999999999999,100,62.5,83.33333333333334,117,99,1.926159829059829,2.7522131313131313,75,0.8260533022533023,2003-02-19,21.166226297025126,NA,NA,2024-04-19T23:08:22Z,60.60606061,Malaysian,Female,Single (never married),Less than a high school diploma,No,"Less than RM 2,500",Student,NA,Right,No,No,Bahasa Malaysia (Northern/Central/Southern accent),Yes,50,english,15,korea,NA,NA,NA,NA,NA,NA,NA,NA,English,Malay,public_malay,Yes,Yes,Yes,No,5.5,No,No,No,Yes,Malay,NA,Malaysia,6.5
10014,CAB,54,1.7342,1.8862277777777776,87.09677419354838,0.1290322580645162,12,4,20,16.666666666666664,3.9523,5.03545,4,3,4,3.3333333333333335,NA,NA,0.7913782608695652,0.7084125,0.6998375,0.9116866666666666,95.83333333333334,100,100,93.75,0.6515124999999999,0.8943913043478261,0.7913782608695652,100,95.83333333333334,95.83333333333334,0.9234428571428572,0.9959666666666668,0.8418888888888888,58.333333333333336,62.5,75,0.8470375,0.7424333333333334,1.023275,100,12.5,83.33333333333334,131,88,3.356587786259542,4.018648863636364,76.04166666666666,0.6620610773768218,2004-05-05,19.95861520407129,NA,NA,2024-04-19T21:13:15Z,59.88023952,Malaysian,Male,Single (never married),"Some college, no degree",NA,"Less than RM 2,500",Student,law enforcement,Right,No,No,Bahasa Malaysia (Northern/Central/Southern accent),Yes,80,Enter the language here,100,kadazandusun,70,NA,NA,NA,NA,NA,NA,NA,Malay,Malay,public_malay,Yes,No,No,Yes,5,Yes,Yes,Yes,Yes,Kadazandusun,Law,Malaysia,4
10015,ACB,59,5.1402,5.557138983050847,95.16129032258064,0.04838709677419357,12,3,20,17.5,5.79345,6.3087,8,7,7,6,7,6.333333333333333,0.5621875,0.58375,0.57295625,0.5463312499999999,100,100,100,100,0.5334458333333333,0.6019125,0.5621875,100,100,100,1.11955,0.967565,1.0864214285714286,75,83.33333333333334,58.333333333333336,0.8428041666666667,0.7481454545454546,1.5444823529411766,100,45.83333333333333,70.83333333333334,135,123,4.856040740740741,4.870020325203252,89.58333333333334,0.01397958446251124,2004-10-11,19.523250034033012,NA,NA,2024-04-19T20:48:35Z,61.34969325,Malaysian,Male,Single (never married),"Some college, no degree","Yes, both parents","Less than RM 2,500",Student,Diploma Enforcement and Compliance,Right,No,No,Bahasa Malaysia (Northern/Central/Southern accent),Yes,80,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malay,Malay,public_malay,Yes,Yes,No,Yes,5,Yes,Yes,Yes,Yes,Kadazandusun,Law,Malaysia,7.5
10016,BAC,58,1.4666,1.5728741379310345,93.5483870967742,0.06451612903225812,40,3,66.66666666666666,64.16666666666667,1.91755,2.06149,7,6.666666666666667,7,6.333333333333333,9,8.333333333333334,0.524995,0.5626625,0.66786875,0.5537857142857143,83.33333333333334,100,100,87.5,0.5797695652173913,0.6133391304347826,0.524995,95.83333333333334,95.83333333333334,83.33333333333334,0.55225,0.6266636363636363,0.6329565217391304,91.66666666666666,91.66666666666666,95.83333333333334,0.5862727272727273,0.6250409090909091,0.6019652173913044,91.66666666666666,91.66666666666666,95.83333333333334,139,126,0.823263309352518,1.0449420634920634,92.01388888888889,0.2216787541395454,2001-08-14,22.687276194957793,NA,NA,2024-04-21T12:39:47Z,49.75124378,Malaysian,Female,Single (never married),High school degree or equivalent (e.g. GED),"Yes, both parents","RM 2,500 - RM 3,169",Student,Broadcasting,Right,No,No,Mandarin,Yes,100,Chinese,70,English,60,Malay,NA,NA,NA,NA,NA,NA,Mandarin,Englsih,Chinese_vernacular,Yes,Yes,No,No,9,No,No,Yes,No,Chinese,Arts_communication,Malaysia,7
10017,CBA,61,13.2311,18.362477049213116,98.38709677419357,0.01612903225806452,20,4,33.33333333333333,30,2.2595,2.5123149999,7,6,5,4.666666666666667,6,5.333333333333333,0.5177541665416666,0.4645875000625,0.4486,0.5591642858571428,100,100,93.75,87.5,0.4748625000416667,0.5044761905714286,0.5177541665416666,100,87.5,100,0.7463608695652174,0.6968173914347826,0.5739750000416667,95.83333333333334,95.83333333333334,100,0.716941666625,0.6375090909545454,0.6556958335,100,91.66666666666666,100,127,136,1.7344984251732285,2.4105654411544117,91.31944444444444,0.6760670159811832,2001-07-18,22.75966696713312,NA,NA,2024-04-20T23:14:26Z,142.8571429,Malaysian,Female,Single (never married),"Bachelor's degree (e.g. BA, BS)",No,"RM 2,500 - RM 3,169",Student,Broadcasting,Right,No,No,Mandarin,Yes,80,Malay,70,English,NA,NA,NA,NA,NA,NA,NA,NA,Mandarin,Mandarin,public_malay,Yes,Yes,Yes,No,8,No,Yes,Yes,Yes,Chinese,Arts_communication,Malaysia,6
10018,BAC,58,1.07455,1.1237724137931036,93.5483870967742,0.0645161290322581,43,5,71.66666666666667,67.5,1.7547,1.868560465116279,9,8,8,7.333333333333333,10,10,0.4599416666666667,0.43943125,0.41165384615384615,0.47531875,100,100,81.25,100,0.42115,0.47047142857142854,0.4599416666666667,100,87.5,100,0.5563857142857143,0.5743583333333333,0.48088695652173913,87.5,100,95.83333333333334,0.5072333333333333,0.5515476190476191,0.5553478260869565,100,87.5,95.83333333333334,137,131,0.9185474452554744,1.1254427480916032,93.05555555555556,0.20689530283612867,2001-11-22,22.41641873491647,NA,NA,2024-04-22T14:19:35Z,60.24096386,Malaysian,Female,Single (never married),High school degree or equivalent (e.g. GED),"Yes, both parents","RM 8,700 - RM 10,959",Student,Communication in broadcasting,Right,No,No,Mandarin,Yes,75,Bahasa Melayu,90,English,70,Cantonese,30,French,30,Korean,NA,NA,Dual,Mandarin,Chinese_vernacular,Yes,Yes,No,No,8.5,No,No,Yes,No,Chinese,Arts_communication,Malaysia,8.5
10019,ACB,61,1.3843,1.3881606557377049,98.38709677419357,0.01612903225806452,17,6,28.333333333333332,23.333333333333332,2.3179,2.4323823529411763,7,6.333333333333333,5,4.666666666666667,10,9.666666666666666,0.4459625,0.43006875,0.50736875,0.46185,100,100,100,87.5,0.4459625,0.48917272727272726,0.4459625,100,91.66666666666666,100,0.7367782608695652,0.6284545454545455,0.5778217391304348,95.83333333333334,91.66666666666666,95.83333333333334,0.5847454545454546,0.7220000000000001,0.634408695652174,91.66666666666666,95.83333333333334,95.83333333333334,136,139,3.0922595588235295,3.933971223021582,95.48611111111111,0.8417116641980531,2003-12-13,20.354784353024307,NA,NA,2024-04-20T14:02:22Z,60.24096386,Malaysian,Female,Single (never married),"Some college, no degree","Yes, father only","RM 5,880 - RM 7,099",Student,Advertising & Design,Right,No,No,Mandarin,Yes,85,English,40,Malay,40,Cantonese,NA,NA,NA,NA,NA,NA,Mandarin,Mandarin,Chinese_vernacular,Yes,Yes,No,Yes,7,No,Yes,No,No,Chinese,Arts_communication,Malaysia,6
10020,BCA,3,10.6752,25.579166666666666,4.838709677419355,0.9516129032258064,27,2,45,43.333333333333336,2.1666,2.780755555555555,4,3,9,8.666666666666666,8,7.333333333333333,0.5258333333333334,0.63190625,0.5265133333333334,0.6457625,100,100,93.75,100,0.5375875,0.6712304347826087,0.5258333333333334,100,95.83333333333334,100,0.8210652173913043,0.9008375,0.5748125,95.83333333333334,100,100,0.6907291666666667,0.7643333333333333,0.8425478260869566,100,100,95.83333333333334,134,122,1.542039552238806,1.984315573770492,88.88888888888889,0.4422760215316859,2001-10-24,22.490426133609652,NA,NA,2024-04-20T15:04:31Z,59.88023952,Malaysian,Female,Single (never married),"Some college, no degree",No,"RM 4,850 - RM 5,879",Employed full time (40 or more hours per week),broadcasting communication,Right,No,No,Mandarin,Yes,85,mandarin,60,cantonese,65,english,55,bahasa malaysia,NA,NA,NA,NA,Mandarin,Mandarin,Chinese_vernacular,Yes,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Chinese,Arts_communication,Malaysia,6.5
10021,ABC,60,1.375,1.50415,96.7741935483871,0.03225806451612905,36,2,60,58.333333333333336,2.2065,2.4029166666666666,8,7.333333333333333,8,7,10,9.333333333333334,0.6634166666666667,0.6708125,0.7029375,0.7249375,100,100,100,100,0.6756666666666666,0.7234583333333333,0.6634166666666667,100,100,100,0.73175,0.678625,0.6495416666666667,100,100,100,0.6935416666666667,0.69325,0.673125,100,100,100,142,139,1.5046830985915494,2.2221079136690647,97.56944444444444,0.7174248150775153,2002-08-18,21.674542989612643,NA,NA,2024-04-20T15:02:37Z,60.0240096,Malaysian,Female,Single (never married),"Bachelor's degree (e.g. BA, BS)",No,"Less than RM 2,500",Student,Psychology,Right,No,No,Mandarin,Yes,85,Mandarin,70,Malay,70,English,20,German,NA,NA,NA,NA,Mandarin,Mandarin,Chinese_vernacular,No,Yes,No,No,9,No,Yes,Yes,No,Chinese,Psychology,Malaysia,8
10022,BCA,58,1.5147,1.5442,93.5483870967742,0.06451612903225809,29,2,48.333333333333336,46.666666666666664,2.4301,2.874351724137931,7,6.333333333333333,5,4.333333333333333,7,6.333333333333333,0.6581,0.60151875,0.6600266666666667,0.69235,100,100,93.75,100,0.5636916666666667,0.7423347826086957,0.6581,100,95.83333333333334,100,0.58938,0.5390826086956522,0.5655333333333333,83.33333333333334,95.83333333333334,100,0.5344695652173913,0.5921772727272727,0.565390909090909,95.83333333333334,91.66666666666666,91.66666666666666,84,134,1.2417809523809524,1.1071492537313432,75.69444444444444,-0.13463169864960922,2002-11-16,21.42872768882932,NA,NA,2024-04-20T20:13:36Z,30.03003003,Malaysian,Male,Single (never married),"Bachelor's degree (e.g. BA, BS)","Yes, both parents","RM 3,170 - RM 3,969",Student,-,Right,No,No,Mandarin,Yes,90,CN,80,Eng,60,BM,NA,NA,NA,NA,NA,NA,Mandarin,Mandarin,Chinese_vernacular,Yes,Yes,No,Yes,9.5,No,Yes,Yes,Yes,Chinese,-,Malaysia,6
